u	q	r
1034	128216	0.3333333333333333
9571	128216	0.6666666666666666
18901	128256	0.5
4288	128256	0.5
1034	128296	0.2857142857142857
7366	128296	0.7142857142857143
84	128331	0.25
1034	128331	0.25
11636	128331	0.25
11876	128331	0.25
84	128406	0.3333333333333333
9406	128406	0.6666666666666666
173	128436	0.5
8296	128436	0.5
84	128496	0.1
1034	128496	0.2
7761	128496	0.2
10201	128496	0.1
11686	128496	0.2
18046	128496	0.1
21913	128496	0.1
4772	128526	0.5
11541	128526	0.5
5184	128566	0.3333333333333333
7591	128566	0.16666666666666666
11376	128566	0.4166666666666667
11896	128566	0.08333333333333333
6283	128571	0.5
11886	128571	0.5
421	128581	1.0
57	128626	0.3333333333333333
11401	128626	0.6666666666666666
5184	128656	0.5
1779	128656	0.5
1034	128691	0.1
2367	128691	0.4
3816	128691	0.1
4609	128691	0.4
26309	128726	0.5
9071	128726	0.5
2575	128741	0.5
1489	128741	0.5
2575	128766	0.5
421	128766	0.5
1034	128821	0.5
6926	128821	0.5
25	128871	0.125
1279	128871	0.5
2575	128871	0.375
173	128886	0.2
11921	128886	0.8
1034	128891	0.5
390	128891	0.5
1034	128911	0.4
11866	128911	0.6
1034	128916	0.45454545454545453
11926	128916	0.5454545454545454
982	128976	0.3333333333333333
18987	128976	0.3333333333333333
9246	128976	0.3333333333333333
875	128981	0.2
9246	128981	0.4
12421	128981	0.4
122	129041	0.42857142857142855
11946	129041	0.5714285714285714
2278	129081	0.25
11926	129081	0.75
911	129116	0.6
1034	129116	0.2
2575	129116	0.2
51	129156	0.42857142857142855
11956	129156	0.5714285714285714
84	129161	0.25
7366	129161	0.5
19675	129161	0.25
1034	129206	0.5
597	129206	0.5
11961	129211	1.0
173	129266	0.25
2254	129266	0.25
13131	129266	0.25
390	129266	0.25
10	129286	0.18181818181818182
122	129286	0.09090909090909091
7721	129286	0.09090909090909091
11721	129286	0.2727272727272727
11976	129286	0.2727272727272727
21535	129286	0.09090909090909091
84	129426	0.5
11541	129426	0.5
11996	129431	1.0
1761	129451	1.0
1034	129456	0.3333333333333333
5244	129456	0.6666666666666666
84	129476	0.5
5244	129476	0.5
57	129506	0.16666666666666666
2193	129506	0.5
4925	129506	0.3333333333333333
57	129531	0.3333333333333333
4925	129531	0.6666666666666666
1034	129581	0.3333333333333333
5617	129581	0.6666666666666666
1034	129601	0.5454545454545454
8936	129601	0.45454545454545453
1034	129616	0.18181818181818182
1370	129616	0.2727272727272727
3460	129616	0.09090909090909091
8171	129616	0.36363636363636365
12111	129616	0.09090909090909091
6896	129651	0.5
2190	129651	0.5
84	129701	0.5
8681	129701	0.5
19864	129706	0.5
11586	129706	0.5
1034	129736	0.42857142857142855
7096	129736	0.14285714285714285
8171	129736	0.14285714285714285
29856	129736	0.14285714285714285
12021	129736	0.14285714285714285
113	129781	0.5
11236	129781	0.5
57	129786	0.3333333333333333
11961	129786	0.6666666666666666
10	129821	0.08333333333333333
1034	129821	0.08333333333333333
2575	129821	0.25
9246	129821	0.5833333333333334
25	129841	0.5
5506	129841	0.5
1034	129856	0.14285714285714285
5346	129856	0.42857142857142855
11001	129856	0.42857142857142855
1034	129861	0.3333333333333333
8466	129861	0.6666666666666666
3	129881	0.3333333333333333
1344	129881	0.3333333333333333
11866	129881	0.3333333333333333
57	129891	0.4
11096	129891	0.6
5295	129906	0.5
7761	129906	0.5
5184	129911	0.3333333333333333
8566	129911	0.5
29997	129911	0.16666666666666666
84	129916	0.2
5346	129916	0.4
8466	129916	0.4
12036	129961	0.6666666666666666
14606	129961	0.3333333333333333
57	130036	0.2727272727272727
1034	130036	0.09090909090909091
1370	130036	0.09090909090909091
5346	130036	0.36363636363636365
10836	130036	0.18181818181818182
1370	130061	0.4
8171	130061	0.6
1370	130086	0.3333333333333333
12056	130086	0.6666666666666666
10416	130111	0.5
11631	130111	0.5
84	130196	0.25
1034	130196	0.25
12081	130196	0.5
1034	130276	0.5
12086	130276	0.5
2575	130301	0.2857142857142857
5184	130301	0.14285714285714285
6031	130301	0.5714285714285714
57	130336	0.36363636363636365
11096	130336	0.5454545454545454
25874	130336	0.09090909090909091
10	130346	0.2
1370	130346	0.8
11726	130356	0.3333333333333333
12476	130356	0.3333333333333333
1795	130356	0.3333333333333333
4402	130361	0.25
4609	130361	0.25
11401	130361	0.5
2575	130386	0.2
4609	130386	0.4
5346	130386	0.2
4402	130386	0.2
141	130446	0.3333333333333333
11961	130446	0.6666666666666666
8341	130456	0.16666666666666666
11961	130456	0.5
13136	130456	0.3333333333333333
10296	130461	0.3333333333333333
11476	130461	0.6666666666666666
1034	130516	0.5
2176	130516	0.5
195	130526	0.3333333333333333
10151	130526	0.3333333333333333
2639	130526	0.3333333333333333
57	130536	0.5
8296	130536	0.5
57	130541	0.25
1034	130541	0.25
6427	130541	0.5
1272	130551	0.42857142857142855
11926	130551	0.5714285714285714
62	130601	0.2
6486	130601	0.2
9531	130601	0.6
8021	130621	1.0
2575	130651	0.42857142857142855
12116	130651	0.5714285714285714
1034	130656	0.25
2800	130656	0.25
6040	130656	0.5
1034	130671	0.4
12081	130671	0.6
1034	130726	0.2
1370	130726	0.2
12111	130726	0.6
1370	130821	0.2
10151	130821	0.2
12131	130821	0.6
1034	130826	0.4
12131	130826	0.6
57	130831	0.5
11746	130831	0.5
1034	130836	0.3333333333333333
5506	130836	0.3333333333333333
11746	130836	0.3333333333333333
1272	130891	0.2
4454	130891	0.4
21014	130891	0.2
26823	130891	0.2
11976	130901	0.5
12161	130901	0.5
214	131001	0.25
12181	131001	0.625
12936	131001	0.125
3	131026	0.25
121	131026	0.25
12186	131026	0.5
31	131046	0.4
4425	131046	0.4
27241	131046	0.2
875	131056	0.3333333333333333
22294	131056	0.3333333333333333
8566	131056	0.3333333333333333
173	131071	0.2
1272	131071	0.2
6486	131071	0.6
12106	131086	1.0
3014	131121	0.2
7366	131121	0.6
10266	131121	0.2
3	131176	0.5
8296	131176	0.5
6926	131231	1.0
141	131236	0.6
12191	131236	0.4
10	131256	0.058823529411764705
141	131256	0.058823529411764705
875	131256	0.058823529411764705
1034	131256	0.058823529411764705
1370	131256	0.11764705882352941
1546	131256	0.058823529411764705
2207	131256	0.058823529411764705
2575	131256	0.11764705882352941
7366	131256	0.058823529411764705
7721	131256	0.058823529411764705
9016	131256	0.058823529411764705
10266	131256	0.058823529411764705
12216	131256	0.058823529411764705
12221	131256	0.058823529411764705
4385	131256	0.058823529411764705
1034	131291	0.2
11921	131291	0.6
19998	131291	0.2
2515	131326	0.5
12231	131326	0.5
120	131331	0.16666666666666666
7366	131331	0.16666666666666666
10266	131331	0.5
23862	131331	0.16666666666666666
7366	131391	1.0
11926	131411	1.0
5031	131416	0.5
4021	131416	0.5
9716	131421	1.0
1344	131426	0.5
12266	131426	0.5
1034	131446	0.3333333333333333
8026	131446	0.6666666666666666
25	131476	0.6
309	131476	0.4
1370	131491	0.5
8296	131491	0.5
270	131501	0.3333333333333333
5421	131501	0.3333333333333333
12271	131501	0.3333333333333333
51	131531	0.4
5129	131531	0.6
1034	131546	0.42857142857142855
12276	131546	0.5714285714285714
51	131556	0.3333333333333333
12281	131556	0.5
13346	131556	0.16666666666666666
10	131561	0.5
4082	131561	0.5
57	131586	0.5
3542	131586	0.5
3	131601	0.3333333333333333
270	131601	0.6666666666666666
14036	131606	0.5
6040	131606	0.5
5244	131616	0.5
2899	131616	0.5
57	131626	0.16666666666666666
3014	131626	0.3333333333333333
3542	131626	0.5
11961	131631	1.0
3	131646	0.25
102	131646	0.5
2575	131646	0.25
5244	131671	0.25
12286	131671	0.5
23981	131671	0.25
830	131716	0.3333333333333333
11981	131716	0.6666666666666666
122	131766	0.3333333333333333
4021	131766	0.6666666666666666
122	131796	0.2
1370	131796	0.2
3057	131796	0.4
26450	131796	0.2
1805	131801	0.5
11111	131801	0.5
30964	131821	0.5
10836	131821	0.5
597	131836	0.5
4021	131836	0.5
2171	131846	0.4
2575	131846	0.2
5244	131846	0.4
3	131861	0.5
10741	131861	0.5
1034	131876	0.3333333333333333
7311	131876	0.6666666666666666
1034	131881	0.3333333333333333
6486	131881	0.3333333333333333
12316	131881	0.3333333333333333
51	131896	0.5
12161	131896	0.5
1034	131936	0.25
1370	131936	0.375
8621	131936	0.375
1034	131976	0.125
3689	131976	0.375
8341	131976	0.5
1034	131991	0.5
8836	131991	0.5
19307	132001	0.5
11961	132001	0.5
1034	132036	0.5
8836	132036	0.5
20	132076	0.3333333333333333
1034	132076	0.3333333333333333
12336	132076	0.3333333333333333
173	132146	0.2727272727272727
6283	132146	0.18181818181818182
6486	132146	0.09090909090909091
11836	132146	0.45454545454545453
6791	132156	0.3333333333333333
11961	132156	0.6666666666666666
141	132171	0.2
8341	132171	0.4
11961	132171	0.4
2803	132191	0.3333333333333333
11311	132191	0.3333333333333333
8936	132191	0.3333333333333333
5184	132196	0.6666666666666666
9326	132196	0.3333333333333333
173	132221	0.2
1370	132221	0.2
10566	132221	0.6
57	132226	0.3333333333333333
9986	132226	0.6666666666666666
84	132241	0.25
9591	132241	0.625
28584	132241	0.125
2575	132301	0.5
3189	132301	0.5
51	132341	0.2857142857142857
4199	132341	0.14285714285714285
4352	132341	0.14285714285714285
12346	132341	0.42857142857142855
214	132411	0.36363636363636365
1569	132411	0.6363636363636364
5346	132416	0.5
9456	132416	0.5
10741	132446	0.6666666666666666
20058	132446	0.3333333333333333
25	132506	0.14285714285714285
1034	132506	0.2857142857142857
11146	132506	0.14285714285714285
11976	132506	0.42857142857142855
113	132521	0.25
11631	132521	0.125
12031	132521	0.25
12371	132521	0.375
3	132586	0.5
12381	132586	0.5
10	132596	0.4
351	132596	0.4
1370	132596	0.2
195	132601	0.2
1370	132601	0.2
7311	132601	0.6
1034	132666	0.5
6415	132666	0.5
1034	132701	0.3333333333333333
4021	132701	0.5555555555555556
27828	132701	0.1111111111111111
12391	132711	1.0
25	132811	0.375
2967	132811	0.375
21479	132811	0.125
34628	132811	0.125
9246	132836	0.5
12421	132836	0.5
8646	132856	0.25
21904	132856	0.25
23601	132856	0.25
12396	132856	0.25
830	132896	0.2
4634	132896	0.4
6283	132896	0.2
9486	132896	0.2
939	132911	0.5
2575	132911	0.16666666666666666
12196	132911	0.16666666666666666
32036	132911	0.16666666666666666
11961	132921	1.0
122	132931	0.07142857142857142
1370	132931	0.42857142857142855
12401	132931	0.5
5334	132946	0.3333333333333333
8171	132946	0.2222222222222222
18041	132946	0.1111111111111111
28132	132946	0.1111111111111111
30032	132946	0.1111111111111111
12406	132946	0.1111111111111111
9486	132951	0.3333333333333333
11541	132951	0.6666666666666666
122	133041	0.5
5244	133041	0.5
13	133101	0.5
4021	133101	0.5
122	133106	0.5
12406	133106	0.5
21611	133181	0.3333333333333333
26847	133181	0.3333333333333333
12431	133181	0.3333333333333333
6791	133231	0.4
10216	133231	0.4
14241	133231	0.2
1336	133286	1.0
25	133291	0.3333333333333333
173	133291	0.5
1034	133291	0.16666666666666666
57	133316	0.16666666666666666
875	133316	0.3333333333333333
6506	133316	0.5
120	133331	1.0
1081	133406	0.6666666666666666
2803	133406	0.3333333333333333
1621	133416	0.3333333333333333
20080	133416	0.3333333333333333
6531	133416	0.3333333333333333
1034	133476	0.4
4385	133476	0.4
12196	133476	0.2
1034	133481	0.3333333333333333
5617	133481	0.6666666666666666
57	133486	0.2
122	133486	0.2
6791	133486	0.4
11096	133486	0.2
141	133541	0.5714285714285714
12471	133541	0.42857142857142855
18	133566	0.25
1034	133566	0.25
8786	133566	0.5
122	133576	0.5
9071	133576	0.5
5106	133661	1.0
173	133671	0.3333333333333333
8836	133671	0.3333333333333333
11771	133671	0.3333333333333333
122	133681	0.15384615384615385
1034	133681	0.23076923076923078
12481	133681	0.46153846153846156
25474	133681	0.07692307692307693
34051	133681	0.07692307692307693
51	133696	0.3333333333333333
12146	133696	0.6666666666666666
3	133716	0.3333333333333333
1034	133716	0.3333333333333333
11481	133716	0.3333333333333333
122	133756	0.125
1001	133756	0.125
1034	133756	0.25
6791	133756	0.375
11481	133756	0.125
25	133761	0.5
11771	133761	0.5
57	133766	0.3333333333333333
5270	133766	0.3333333333333333
6926	133766	0.3333333333333333
4713	133791	0.2
8836	133791	0.4
19842	133791	0.2
22907	133791	0.2
1034	133816	0.5
11771	133816	0.5
1034	133831	0.3333333333333333
24914	133831	0.3333333333333333
1637	133831	0.3333333333333333
1640	133836	0.6
4967	133836	0.4
9256	133851	1.0
1034	133891	0.5
12501	133891	0.5
2176	133911	0.14285714285714285
5346	133911	0.14285714285714285
10296	133911	0.7142857142857143
122	133916	0.14285714285714285
9486	133916	0.14285714285714285
12516	133916	0.5714285714285714
21120	133916	0.14285714285714285
122	133966	0.2857142857142857
270	133966	0.42857142857142855
1034	133966	0.14285714285714285
1900	133966	0.14285714285714285
141	133976	0.3333333333333333
22265	133976	0.3333333333333333
12471	133976	0.3333333333333333
141	133986	0.5
12521	133986	0.5
10981	134071	0.3333333333333333
12546	134071	0.6666666666666666
6486	134076	0.25
9676	134076	0.5
12541	134076	0.25
62	134091	0.2222222222222222
961	134091	0.1111111111111111
6791	134091	0.1111111111111111
9071	134091	0.5555555555555556
961	134126	0.5
12556	134126	0.5
961	134131	0.3333333333333333
30480	134131	0.3333333333333333
12526	134131	0.3333333333333333
2575	134201	0.5
12571	134201	0.5
3014	134231	0.25
6791	134231	0.25
10621	134231	0.25
12581	134231	0.25
3014	134256	0.5
939	134256	0.5
1034	134276	0.125
1370	134276	0.5
11166	134276	0.375
3675	134291	0.3333333333333333
14126	134291	0.3333333333333333
12576	134291	0.3333333333333333
1034	134311	0.4
10981	134311	0.6
1001	134336	0.25
3014	134336	0.25
3912	134336	0.5
1034	134356	0.5
11541	134356	0.5
122	134361	0.5
11971	134361	0.5
30	134381	0.75
2575	134381	0.25
122	134401	0.5
10621	134401	0.5
122	134446	0.3333333333333333
12596	134446	0.6666666666666666
122	134506	0.3333333333333333
1370	134506	0.6666666666666666
59	134551	0.16666666666666666
875	134551	0.16666666666666666
1034	134551	0.16666666666666666
4040	134551	0.16666666666666666
12611	134551	0.3333333333333333
1370	134576	0.3333333333333333
8821	134576	0.6666666666666666
6791	134586	0.3333333333333333
10111	134586	0.6666666666666666
1370	134636	0.375
10111	134636	0.5
24914	134636	0.125
9071	134656	1.0
1034	134681	0.5
765	134681	0.5
6283	134686	0.6
8836	134686	0.1
26785	134686	0.1
26927	134686	0.1
28605	134686	0.1
1034	134751	0.4
11636	134751	0.6
597	134756	0.25
1034	134756	0.25
12656	134756	0.5
122	134791	0.4
2818	134791	0.6
91	134796	0.25
2575	134796	0.25
10481	134796	0.25
12671	134796	0.25
597	134811	0.3333333333333333
5470	134811	0.6666666666666666
1034	134841	0.5
875	134841	0.5
122	134881	0.2
2193	134881	0.2
12701	134881	0.6
11401	134906	0.5
6926	134906	0.5
11401	134911	1.0
51	134926	0.25
122	134926	0.25
12721	134926	0.5
214	134931	0.4
7511	134931	0.1
8581	134931	0.5
11866	134976	1.0
122	134981	0.5
1492	134981	0.5
12726	134986	0.6666666666666666
19772	134986	0.3333333333333333
1034	135006	0.25
4967	135006	0.75
120	135021	0.25
122	135021	0.25
21280	135021	0.25
1930	135021	0.25
1034	135036	0.3333333333333333
10156	135036	0.6666666666666666
122	135071	0.25
173	135071	0.25
12471	135071	0.5
1034	135136	0.5
12521	135136	0.5
1034	135161	0.3333333333333333
12736	135161	0.6666666666666666
597	135176	0.3333333333333333
671	135176	0.3333333333333333
3542	135176	0.3333333333333333
597	135181	0.3333333333333333
7311	135181	0.6666666666666666
195	135191	0.3333333333333333
5809	135191	0.16666666666666666
9591	135191	0.3333333333333333
13601	135191	0.16666666666666666
57	135196	0.2
597	135196	0.2
9591	135196	0.4
28277	135196	0.2
57	135201	0.3333333333333333
1034	135201	0.3333333333333333
597	135201	0.3333333333333333
1034	135241	0.5
12751	135241	0.5
1034	135246	0.6
9331	135246	0.4
5334	135266	0.6666666666666666
12936	135266	0.3333333333333333
304	135281	0.3333333333333333
4680	135281	0.3333333333333333
12761	135281	0.3333333333333333
84	135316	0.3333333333333333
11541	135316	0.6666666666666666
10	135326	0.3333333333333333
1034	135326	0.3333333333333333
12766	135326	0.3333333333333333
62	135331	0.2222222222222222
1034	135331	0.2222222222222222
9591	135331	0.4444444444444444
24028	135331	0.1111111111111111
122	135351	0.6666666666666666
12771	135351	0.3333333333333333
4680	135396	0.3333333333333333
11311	135396	0.3333333333333333
9326	135396	0.3333333333333333
1034	135411	0.5
9556	135411	0.5
195	135516	0.16666666666666666
597	135516	0.16666666666666666
3632	135516	0.3333333333333333
12786	135516	0.3333333333333333
57	135531	0.5
12791	135531	0.5
1034	135591	0.5
12541	135591	0.5
1034	135596	0.5
12556	135596	0.5
1034	135616	0.42857142857142855
12796	135616	0.5714285714285714
1034	135646	0.5
2416	135646	0.5
1034	135666	0.3333333333333333
4967	135666	0.6666666666666666
57	135711	0.2
120	135711	0.2
212	135711	0.4
1034	135711	0.2
1034	135721	0.3333333333333333
3014	135721	0.3333333333333333
12791	135721	0.3333333333333333
3	135796	0.0625
1001	135796	0.0625
3675	135796	0.375
12811	135796	0.4375
20227	135796	0.0625
25	135806	0.25
2575	135806	0.25
12821	135806	0.5
2748	135916	0.5
6486	135916	0.25
13406	135916	0.25
62	135941	0.16666666666666666
830	135941	0.16666666666666666
9071	135941	0.6666666666666666
20673	135956	0.5
295	135956	0.5
3	135976	0.125
10	135976	0.125
120	135976	0.125
309	135976	0.5
2575	135976	0.125
18760	135986	0.5
12326	135986	0.5
57	136001	0.16666666666666666
8586	136001	0.3333333333333333
9086	136001	0.16666666666666666
21851	136001	0.16666666666666666
22155	136001	0.16666666666666666
1034	136021	0.4
12831	136021	0.6
1034	136036	0.2
1108	136036	0.4
4293	136036	0.4
3	136046	0.3333333333333333
9591	136046	0.6666666666666666
212	136101	0.25
3675	136101	0.25
13221	136101	0.25
12841	136101	0.25
19	136116	0.25
671	136116	0.5
1034	136116	0.25
212	136181	0.6666666666666666
5031	136181	0.3333333333333333
122	136231	0.375
295	136231	0.25
9086	136231	0.375
195	136241	0.5
12861	136241	0.5
10	136246	0.07692307692307693
1370	136246	0.38461538461538464
5031	136246	0.5384615384615384
212	136251	0.5
12871	136251	0.5
3465	136371	0.5
356	136371	0.5
10	136386	0.25
25	136386	0.125
86	136386	0.25
2575	136386	0.25
7736	136386	0.125
19	136391	0.25
1034	136391	0.25
34094	136391	0.25
2110	136391	0.25
875	136526	0.5
2575	136526	0.5
10	136576	0.1111111111111111
270	136576	0.2222222222222222
4293	136576	0.5555555555555556
18196	136576	0.1111111111111111
25	136611	0.25
2575	136611	0.25
5027	136611	0.5
4293	136616	0.5
5031	136616	0.25
25026	136616	0.25
1108	136656	0.25
4655	136656	0.75
10	136741	0.4444444444444444
3362	136741	0.5555555555555556
671	136751	0.6666666666666666
1034	136751	0.3333333333333333
2575	136771	0.3333333333333333
12911	136771	0.6666666666666666
3675	136776	0.5
12811	136776	0.5
57	136841	0.5
6349	136841	0.5
1034	136856	0.16666666666666666
1370	136856	0.16666666666666666
2515	136856	0.5
2575	136856	0.16666666666666666
62	136871	0.25
3678	136871	0.25
12931	136871	0.5
57	136876	0.5
12516	136876	0.5
4425	136881	0.25
26706	136881	0.25
29555	136881	0.25
12941	136881	0.25
122	136916	0.058823529411764705
11946	136916	0.17647058823529413
14216	136916	0.11764705882352941
20986	136916	0.058823529411764705
22438	136916	0.058823529411764705
26785	136916	0.29411764705882354
29938	136916	0.058823529411764705
32382	136916	0.058823529411764705
34831	136916	0.11764705882352941
10	136951	0.16666666666666666
102	136951	0.6666666666666666
2575	136951	0.16666666666666666
1034	136976	0.25
1370	136976	0.25
3362	136976	0.25
12946	136976	0.25
1034	137031	0.42857142857142855
9296	137031	0.5714285714285714
102	137041	0.5
2575	137041	0.3333333333333333
9086	137041	0.16666666666666666
19	137071	0.5
11261	137071	0.5
12471	137081	1.0
270	137091	0.6666666666666666
2575	137091	0.3333333333333333
19	137106	0.1
1034	137106	0.2
5454	137106	0.4
9086	137106	0.3
2575	137116	0.3333333333333333
4485	137116	0.6666666666666666
1370	137121	0.5
2575	137121	0.5
141	137186	0.3333333333333333
9296	137186	0.6666666666666666
3	137216	0.3333333333333333
2575	137216	0.3333333333333333
102	137216	0.3333333333333333
2193	137276	0.6666666666666666
3081	137276	0.3333333333333333
1034	137301	0.2857142857142857
2575	137301	0.14285714285714285
3632	137301	0.2857142857142857
9601	137301	0.2857142857142857
1108	137441	0.3333333333333333
12986	137441	0.6666666666666666
29146	137451	0.5
11546	137451	0.5
422	137466	0.3333333333333333
11546	137466	0.5
20929	137466	0.16666666666666666
62	137491	0.3333333333333333
5809	137491	0.6666666666666666
3014	137531	0.07692307692307693
5809	137531	0.07692307692307693
7726	137531	0.15384615384615385
12181	137531	0.5384615384615384
18406	137531	0.07692307692307693
22435	137531	0.07692307692307693
20206	137546	0.5
4280	137546	0.5
30	137561	0.5
6726	137561	0.5
3675	137566	0.5
12786	137566	0.5
2476	137576	0.5
2797	137576	0.5
22	137581	0.16666666666666666
3675	137581	0.3333333333333333
6821	137581	0.16666666666666666
8936	137581	0.3333333333333333
51	137606	0.14285714285714285
3912	137606	0.14285714285714285
6124	137606	0.7142857142857143
30	137611	0.6666666666666666
982	137611	0.3333333333333333
3675	137631	0.4
10046	137631	0.6
4478	137666	0.25
13031	137666	0.5
13681	137666	0.25
57	137701	0.25
348	137701	0.5
1034	137701	0.25
1034	137756	0.5
12911	137756	0.5
122	137836	0.5
12946	137836	0.5
214	137876	0.4
12636	137876	0.6
4478	137886	0.625
13061	137886	0.375
3	137901	0.2857142857142857
4478	137901	0.14285714285714285
13066	137901	0.5714285714285714
57	137941	0.3
122	137941	0.2
11096	137941	0.5
3	137996	0.5
12636	137996	0.5
4478	138001	0.3333333333333333
13076	138001	0.6666666666666666
3	138016	0.5
13081	138016	0.5
11866	138041	1.0
141	138096	0.5
13091	138096	0.5
2515	138151	0.3333333333333333
10621	138151	0.6666666666666666
1034	138156	0.5
9091	138156	0.5
5132	138176	0.6666666666666666
7761	138176	0.3333333333333333
304	138191	0.5
4478	138191	0.25
11046	138191	0.25
122	138221	0.3333333333333333
9086	138221	0.6666666666666666
21280	138231	0.5
8336	138231	0.5
3	138236	0.16666666666666666
12636	138236	0.3333333333333333
13096	138236	0.5
830	138241	0.3333333333333333
9071	138241	0.5
11311	138241	0.16666666666666666
10	138256	0.3333333333333333
25093	138256	0.3333333333333333
3362	138256	0.3333333333333333
3	138291	0.2
10	138291	0.2
35	138291	0.4
1370	138291	0.2
12196	138321	0.5
11631	138321	0.5
1034	138351	0.38461538461538464
13106	138351	0.6153846153846154
1034	138426	0.5
3776	138426	0.5
1034	138471	0.25
12786	138471	0.5
18491	138471	0.25
122	138481	0.5
12946	138481	0.5
3462	138526	0.3333333333333333
13121	138526	0.6666666666666666
84	138536	0.25
3729	138536	0.75
29	138541	0.25
2573	138541	0.75
13066	138566	0.625
13416	138566	0.375
122	138591	0.25
4402	138591	0.5
29574	138591	0.25
84	138606	0.16666666666666666
122	138606	0.16666666666666666
5347	138606	0.6666666666666666
10	138611	0.2
25	138611	0.2
13386	138611	0.4
402	138611	0.2
10	138616	0.3333333333333333
10836	138616	0.6666666666666666
84	138656	0.25
4293	138656	0.5
21751	138656	0.25
51	138681	0.2
5129	138681	0.4
24318	138681	0.2
32486	138681	0.2
84	138711	0.25
9301	138711	0.25
12636	138711	0.5
214	138716	0.5
1982	138716	0.16666666666666666
12636	138716	0.3333333333333333
10	138731	0.5
4049	138731	0.5
84	138736	0.14285714285714285
7966	138736	0.42857142857142855
22049	138736	0.2857142857142857
27172	138736	0.14285714285714285
3	138766	0.25
1034	138766	0.25
4809	138766	0.5
1034	138851	0.4
4485	138851	0.6
422	138941	0.3333333333333333
4478	138941	0.3333333333333333
13156	138941	0.3333333333333333
19	138991	0.3333333333333333
1492	138991	0.6666666666666666
6358	139001	0.4
8296	139001	0.2
13181	139001	0.2
26399	139001	0.2
3292	139026	0.5
13191	139026	0.5
3292	139036	0.16666666666666666
5347	139036	0.16666666666666666
10046	139036	0.6666666666666666
19	139046	0.3333333333333333
13196	139046	0.6666666666666666
25	139061	0.6666666666666666
5506	139061	0.3333333333333333
3292	139081	0.2
13131	139081	0.6
15236	139081	0.2
214	139156	0.5
12636	139156	0.5
57	139176	0.125
1858	139176	0.125
3292	139176	0.25
6486	139176	0.125
10951	139176	0.375
3149	139186	0.5
13211	139186	0.5
3292	139246	0.2
11636	139246	0.6
32882	139246	0.2
3292	139251	0.125
11636	139251	0.25
13221	139251	0.625
1001	139291	1.0
1034	139371	0.5
3776	139371	0.5
10951	139401	0.3333333333333333
13231	139401	0.6666666666666666
212	139436	0.3333333333333333
1370	139436	0.3333333333333333
7641	139436	0.3333333333333333
4609	139536	0.16666666666666666
10951	139536	0.8333333333333334
13246	139541	1.0
3	139571	0.25
1034	139571	0.25
12786	139571	0.25
13276	139571	0.25
2967	139586	0.5
13281	139586	0.5
13256	139606	1.0
4119	139631	1.0
13306	139656	0.75
13311	139656	0.25
1034	139686	0.4
12786	139686	0.6
62	139701	0.1111111111111111
11311	139701	0.8888888888888888
1034	139706	0.5
69	139706	0.5
4478	139731	0.3333333333333333
13141	139731	0.6666666666666666
4478	139756	0.5
10951	139756	0.5
1370	139761	0.16666666666666666
10951	139761	0.3333333333333333
13321	139761	0.5
3292	139891	0.5
1081	139891	0.5
779	139916	0.5
3462	139916	0.25
6486	139916	0.25
4478	139921	0.5
13331	139921	0.5
1081	139926	0.16666666666666666
1344	139926	0.6666666666666666
3292	139926	0.16666666666666666
2146	139961	0.3333333333333333
5184	139961	0.3333333333333333
13336	139961	0.3333333333333333
8296	139976	0.25
11806	139976	0.5
27277	139976	0.25
4454	139986	0.7142857142857143
4478	139986	0.14285714285714285
13351	139986	0.14285714285714285
4478	140001	0.25
11826	140001	0.5
17876	140001	0.25
1370	140006	0.5
9051	140006	0.5
4478	140046	1.0
3448	140061	0.6666666666666666
12786	140061	0.3333333333333333
51	140066	0.23529411764705882
830	140066	0.17647058823529413
982	140066	0.058823529411764705
9071	140066	0.5294117647058824
3675	140116	0.14285714285714285
13366	140116	0.5714285714285714
20235	140116	0.14285714285714285
20405	140116	0.14285714285714285
12786	140186	0.3333333333333333
13381	140186	0.6666666666666666
5184	140206	0.3333333333333333
12786	140206	0.2222222222222222
13311	140206	0.4444444444444444
3	140301	0.25
5184	140301	0.75
1034	140326	0.5
1370	140326	0.5
1034	140346	0.3333333333333333
4454	140346	0.6666666666666666
830	140366	0.375
9136	140366	0.375
20878	140366	0.125
23121	140366	0.125
51	140371	0.5
13311	140371	0.5
57	140396	0.25
1034	140396	0.25
13391	140396	0.5
195	140426	0.16666666666666666
270	140426	0.08333333333333333
2186	140426	0.16666666666666666
3102	140426	0.08333333333333333
4478	140426	0.08333333333333333
5270	140426	0.08333333333333333
21518	140426	0.08333333333333333
23627	140426	0.08333333333333333
28066	140426	0.08333333333333333
13396	140426	0.08333333333333333
4478	140436	0.4
13396	140436	0.6
173	140526	0.2
4478	140526	0.2
6486	140526	0.6
3014	140536	0.3333333333333333
13401	140536	0.6666666666666666
3	140561	0.2
13411	140561	0.6
13451	140561	0.2
829	140566	0.3333333333333333
1034	140566	0.3333333333333333
13416	140566	0.3333333333333333
10396	140591	1.0
3014	140601	0.14285714285714285
6415	140601	0.42857142857142855
13366	140601	0.42857142857142855
13636	140631	0.5
18850	140631	0.25
8341	140631	0.25
91	140651	0.2857142857142857
1034	140651	0.14285714285714285
4924	140651	0.5714285714285714
22	140681	0.25
8836	140681	0.25
18506	140681	0.25
13426	140681	0.25
122	140706	0.3333333333333333
5689	140706	0.6666666666666666
