,A,A-q,B,B-q,C,C-q,D,D-q
15605,0.0,254015,2.0,254015,0.0,254015,6.0,254015
15606,3.0,36680,22.0,36680,2.0,36680,43.0,36680
15607,1.0,223128,100.0,223128,1.0,223128,100.0,223128
15608,1.0,10618,6.0,10618,2.0,10618,20.0,10618
15609,0.0,268879,5.0,268879,0.0,268879,2.0,268879
15610,0.0,9829,19.0,9829,4.0,9829,44.0,9829
15611,1.0,138731,4.0,138731,1.0,138731,2.0,138731
15612,8.0,68080,73.0,68080,20.0,68080,100.0,68080
15613,0.0,275318,0.0,275318,0.0,275318,0.0,275318
15614,12.0,12275,10.0,12275,0.0,12275,11.0,12275
15615,16.0,75718,50.0,75718,24.0,75718,41.0,75718
15616,37.0,157396,100.0,157396,22.0,157396,86.0,157396
15617,100.0,40456,57.0,40456,3.0,40456,58.0,40456
15618,78.0,53780,83.0,53780,9.0,53780,60.0,53780
15619,8.0,54045,67.0,54045,13.0,54045,81.0,54045
15620,0.0,62874,100.0,62874,1.0,62874,100.0,62874
15621,56.0,63766,100.0,63766,100.0,63766,100.0,63766
15622,17.0,250056,100.0,250056,11.0,250056,57.0,250056
15623,100.0,120301,100.0,120301,100.0,120301,100.0,120301
15624,100.0,189839,100.0,189839,41.0,189839,71.0,189839
15625,100.0,201409,100.0,201409,15.0,201409,39.0,201409
15626,100.0,194708,100.0,194708,100.0,194708,100.0,194708
15627,0.0,293098,0.0,293098,0.0,293098,0.0,293098
15628,1.0,209039,1.0,209039,1.0,209039,1.0,209039
15629,2.0,226453,10.0,226453,3.0,226453,52.0,226453
15630,6.0,245487,8.0,245487,7.0,245487,38.0,245487
15631,0.0,10161,0.0,10161,0.0,10161,2.0,10161
15632,100.0,256751,100.0,256751,7.0,256751,49.0,256751
15633,1.0,230587,6.0,230587,1.0,230587,1.0,230587
15634,1.0,286019,0.0,286019,1.0,286019,12.0,286019
15635,11.0,61921,100.0,61921,11.0,61921,63.0,61921
15636,100.0,264270,3.0,264270,1.0,264270,1.0,264270
15637,5.0,153156,5.0,153156,3.0,153156,10.0,153156
15638,2.0,10531,3.0,10531,2.0,10531,3.0,10531
15639,0.0,33251,5.0,33251,0.0,33251,4.0,33251
15640,100.0,57813,100.0,57813,100.0,57813,100.0,57813
15641,100.0,227242,0.0,227242,1.0,227242,0.0,227242
15642,100.0,47110,4.0,47110,1.0,47110,3.0,47110
15643,0.0,288007,0.0,288007,0.0,288007,0.0,288007
15644,10.0,168206,2.0,168206,0.0,168206,4.0,168206
15645,100.0,115736,100.0,115736,63.0,115736,75.0,115736
15646,2.0,188052,1.0,188052,0.0,188052,1.0,188052
15647,0.0,268746,0.0,268746,0.0,268746,0.0,268746
15648,24.0,196559,58.0,196559,31.0,196559,100.0,196559
15649,4.0,32155,32.0,32155,4.0,32155,27.0,32155
15650,100.0,54679,100.0,54679,0.0,54679,58.0,54679
15651,3.0,30492,20.0,30492,0.0,30492,16.0,30492
15652,4.0,227307,3.0,227307,1.0,227307,3.0,227307
15653,77.0,11265,100.0,11265,85.0,11265,100.0,11265
15654,14.0,38108,23.0,38108,13.0,38108,22.0,38108
15655,100.0,215626,100.0,215626,30.0,215626,36.0,215626
15656,21.0,203208,21.0,203208,13.0,203208,15.0,203208
15657,24.0,261834,63.0,261834,31.0,261834,56.0,261834
15658,100.0,110471,50.0,110471,2.0,110471,38.0,110471
15659,95.0,280088,81.0,280088,10.0,280088,27.0,280088
15660,5.0,233344,47.0,233344,14.0,233344,100.0,233344
15661,2.0,56214,26.0,56214,12.0,56214,69.0,56214
15662,5.0,210424,100.0,210424,9.0,210424,100.0,210424
15663,100.0,88811,100.0,88811,100.0,88811,100.0,88811
15664,3.0,10024,66.0,10024,4.0,10024,100.0,10024
15665,0.0,254629,0.0,254629,0.0,254629,0.0,254629
15666,0.0,232105,1.0,232105,0.0,232105,8.0,232105
15667,1.0,230138,0.0,230138,0.0,230138,0.0,230138
15668,100.0,213658,4.0,213658,1.0,213658,9.0,213658
15669,13.0,277519,8.0,277519,1.0,277519,4.0,277519
15670,7.0,12449,7.0,12449,8.0,12449,14.0,12449
15671,21.0,251581,7.0,251581,8.0,251581,14.0,251581
15672,2.0,190527,6.0,190527,3.0,190527,3.0,190527
15673,18.0,232742,100.0,232742,66.0,232742,100.0,232742
15674,1.0,11971,3.0,11971,0.0,11971,11.0,11971
15675,14.0,9852,20.0,9852,16.0,9852,13.0,9852
15676,100.0,108256,0.0,108256,0.0,108256,0.0,108256
15677,1.0,252913,3.0,252913,0.0,252913,9.0,252913
15678,100.0,214670,100.0,214670,100.0,214670,100.0,214670
15679,1.0,10233,2.0,10233,1.0,10233,3.0,10233
15680,100.0,33553,38.0,33553,23.0,33553,32.0,33553
15681,22.0,34296,6.0,34296,4.0,34296,8.0,34296
15682,2.0,108606,1.0,108606,1.0,108606,2.0,108606
15683,1.0,255385,78.0,255385,0.0,255385,96.0,255385
15684,36.0,210633,100.0,210633,47.0,210633,100.0,210633
15685,1.0,133106,3.0,133106,1.0,133106,4.0,133106
15686,43.0,11588,100.0,11588,2.0,11588,18.0,11588
15687,3.0,46900,99.0,46900,12.0,46900,100.0,46900
15688,0.0,188300,1.0,188300,0.0,188300,3.0,188300
15689,0.0,280765,0.0,280765,0.0,280765,0.0,280765
15690,7.0,174177,9.0,174177,4.0,174177,5.0,174177
15691,0.0,194323,0.0,194323,0.0,194323,0.0,194323
15692,1.0,31997,17.0,31997,0.0,31997,16.0,31997
15693,4.0,201188,29.0,201188,23.0,201188,100.0,201188
15694,1.0,257212,1.0,257212,1.0,257212,5.0,257212
15695,6.0,204365,20.0,204365,11.0,204365,21.0,204365
15696,0.0,48158,100.0,48158,0.0,48158,70.0,48158
15697,34.0,59319,60.0,59319,74.0,59319,100.0,59319
15698,6.0,11567,100.0,11567,8.0,11567,100.0,11567
15699,1.0,10726,4.0,10726,1.0,10726,33.0,10726
15700,0.0,242505,12.0,242505,0.0,242505,26.0,242505
15701,2.0,66909,12.0,66909,1.0,66909,20.0,66909
15702,8.0,54878,12.0,54878,10.0,54878,40.0,54878
15703,0.0,60424,4.0,60424,1.0,60424,3.0,60424
15704,100.0,10376,8.0,10376,2.0,10376,28.0,10376
15705,29.0,46516,60.0,46516,51.0,46516,100.0,46516
15706,0.0,224383,100.0,224383,0.0,224383,100.0,224383
15707,100.0,261635,0.0,261635,0.0,261635,0.0,261635
15708,33.0,49319,86.0,49319,25.0,49319,68.0,49319
15709,1.0,60074,1.0,60074,1.0,60074,1.0,60074
15710,2.0,43714,12.0,43714,6.0,43714,97.0,43714
15711,100.0,196522,100.0,196522,100.0,196522,100.0,196522
15712,4.0,12961,33.0,12961,4.0,12961,59.0,12961
15713,0.0,128526,8.0,128526,1.0,128526,77.0,128526
15714,8.0,54602,26.0,54602,3.0,54602,5.0,54602
15715,4.0,29332,100.0,29332,3.0,29332,3.0,29332
15716,100.0,51050,100.0,51050,22.0,51050,33.0,51050
15717,0.0,157181,0.0,157181,0.0,157181,4.0,157181
15718,2.0,186871,1.0,186871,1.0,186871,1.0,186871
15719,2.0,173124,1.0,173124,1.0,173124,1.0,173124
15720,1.0,267562,24.0,267562,2.0,267562,72.0,267562
15721,0.0,232484,72.0,232484,0.0,232484,77.0,232484
15722,11.0,255940,8.0,255940,1.0,255940,6.0,255940
15723,0.0,59933,3.0,59933,1.0,59933,24.0,59933
15724,12.0,55013,41.0,55013,29.0,55013,70.0,55013
15725,2.0,138526,18.0,138526,4.0,138526,21.0,138526
15726,64.0,279985,100.0,279985,31.0,279985,19.0,279985
15727,0.0,228820,0.0,228820,0.0,228820,16.0,228820
15728,0.0,172735,11.0,172735,2.0,172735,21.0,172735
15729,2.0,28173,9.0,28173,5.0,28173,54.0,28173
15730,1.0,75919,6.0,75919,2.0,75919,2.0,75919
15731,9.0,245106,6.0,245106,10.0,245106,9.0,245106
15732,13.0,189792,15.0,189792,0.0,189792,1.0,189792
15733,63.0,68278,4.0,68278,2.0,68278,3.0,68278
15734,100.0,205718,100.0,205718,2.0,205718,2.0,205718
15735,0.0,190419,3.0,190419,1.0,190419,1.0,190419
15736,55.0,197626,9.0,197626,73.0,197626,47.0,197626
15737,100.0,241846,100.0,241846,10.0,241846,38.0,241846
15738,48.0,163061,10.0,163061,16.0,163061,18.0,163061
15739,3.0,296961,3.0,296961,0.0,296961,5.0,296961
15740,18.0,214109,16.0,214109,12.0,214109,9.0,214109
15741,27.0,227239,36.0,227239,29.0,227239,29.0,227239
15742,7.0,98186,18.0,98186,26.0,98186,100.0,98186
15743,100.0,158761,2.0,158761,10.0,158761,5.0,158761
15744,61.0,234415,13.0,234415,3.0,234415,25.0,234415
15745,16.0,224946,5.0,224946,1.0,224946,6.0,224946
15746,1.0,212527,10.0,212527,7.0,212527,66.0,212527
15747,2.0,150701,1.0,150701,1.0,150701,1.0,150701
15748,1.0,42739,1.0,42739,1.0,42739,1.0,42739
15749,52.0,48334,100.0,48334,91.0,48334,100.0,48334
15750,100.0,191208,100.0,191208,24.0,191208,25.0,191208
15751,0.0,28935,23.0,28935,0.0,28935,70.0,28935
15752,3.0,267427,1.0,267427,3.0,267427,5.0,267427
15753,0.0,251846,20.0,251846,3.0,251846,100.0,251846
15754,46.0,292888,100.0,292888,46.0,292888,47.0,292888
15755,12.0,27814,16.0,27814,7.0,27814,10.0,27814
15756,100.0,257245,100.0,257245,14.0,257245,19.0,257245
15757,7.0,11025,100.0,11025,9.0,11025,29.0,11025
15758,29.0,46957,9.0,46957,1.0,46957,5.0,46957
15759,100.0,84371,4.0,84371,2.0,84371,5.0,84371
15760,0.0,285530,0.0,285530,0.0,285530,0.0,285530
15761,19.0,135986,100.0,135986,43.0,135986,100.0,135986
15762,100.0,214627,100.0,214627,1.0,214627,74.0,214627
15763,2.0,208604,4.0,208604,2.0,208604,7.0,208604
15764,100.0,223554,1.0,223554,1.0,223554,1.0,223554
15765,3.0,277309,72.0,277309,2.0,277309,30.0,277309
15766,100.0,202209,25.0,202209,1.0,202209,1.0,202209
15767,0.0,65364,1.0,65364,2.0,65364,7.0,65364
15768,5.0,208254,11.0,208254,3.0,208254,17.0,208254
15769,1.0,44069,18.0,44069,0.0,44069,8.0,44069
15770,5.0,237517,4.0,237517,4.0,237517,7.0,237517
15771,100.0,219150,100.0,219150,2.0,219150,60.0,219150
15772,100.0,253713,0.0,253713,0.0,253713,0.0,253713
15773,0.0,285926,0.0,285926,0.0,285926,0.0,285926
15774,1.0,200371,14.0,200371,1.0,200371,17.0,200371
15775,100.0,195070,100.0,195070,1.0,195070,16.0,195070
15776,93.0,55697,7.0,55697,8.0,55697,7.0,55697
15777,0.0,219500,3.0,219500,1.0,219500,8.0,219500
15778,16.0,11863,100.0,11863,2.0,11863,19.0,11863
15779,4.0,9940,2.0,9940,1.0,9940,2.0,9940
15780,17.0,205870,62.0,205870,21.0,205870,86.0,205870
15781,1.0,31885,1.0,31885,0.0,31885,2.0,31885
15782,0.0,134381,4.0,134381,0.0,134381,7.0,134381
15783,35.0,246511,21.0,246511,1.0,246511,25.0,246511
15784,90.0,11530,9.0,11530,21.0,11530,30.0,11530
15785,6.0,9413,10.0,9413,2.0,9413,2.0,9413
15786,1.0,264899,47.0,264899,7.0,264899,100.0,264899
15787,100.0,194661,6.0,194661,1.0,194661,1.0,194661
15788,20.0,143746,100.0,143746,22.0,143746,99.0,143746
15789,38.0,54086,52.0,54086,25.0,54086,46.0,54086
15790,100.0,181930,1.0,181930,1.0,181930,1.0,181930
15791,100.0,256842,100.0,256842,9.0,256842,8.0,256842
15792,5.0,281965,6.0,281965,4.0,281965,10.0,281965
15793,38.0,61798,71.0,61798,4.0,61798,15.0,61798
15794,0.0,186125,0.0,186125,0.0,186125,0.0,186125
15795,14.0,206925,26.0,206925,4.0,206925,11.0,206925
15796,0.0,248276,8.0,248276,3.0,248276,36.0,248276
15797,100.0,188838,7.0,188838,5.0,188838,20.0,188838
15798,100.0,12465,66.0,12465,22.0,12465,16.0,12465
15799,0.0,33768,0.0,33768,0.0,33768,12.0,33768
15800,2.0,263576,1.0,263576,0.0,263576,0.0,263576
15801,3.0,50246,38.0,50246,12.0,50246,100.0,50246
15802,55.0,151901,100.0,151901,0.0,151901,12.0,151901
15803,30.0,193327,19.0,193327,13.0,193327,13.0,193327
15804,11.0,51007,66.0,51007,25.0,51007,81.0,51007
15805,0.0,247880,0.0,247880,0.0,247880,0.0,247880
15806,3.0,296170,49.0,296170,2.0,296170,8.0,296170
15807,100.0,258626,100.0,258626,2.0,258626,100.0,258626
15808,100.0,239335,4.0,239335,1.0,239335,1.0,239335
15809,100.0,231705,1.0,231705,1.0,231705,1.0,231705
15810,0.0,49964,34.0,49964,1.0,49964,94.0,49964
15811,75.0,66724,75.0,66724,75.0,66724,75.0,66724
15812,0.0,128571,20.0,128571,1.0,128571,55.0,128571
15813,100.0,11619,100.0,11619,9.0,11619,47.0,11619
15814,3.0,203361,4.0,203361,1.0,203361,4.0,203361
15815,100.0,206499,100.0,206499,3.0,206499,34.0,206499
15816,29.0,42294,26.0,42294,16.0,42294,42.0,42294
15817,0.0,241112,2.0,241112,1.0,241112,2.0,241112
15818,0.0,72622,1.0,72622,0.0,72622,3.0,72622
15819,100.0,182473,100.0,182473,28.0,182473,13.0,182473
15820,3.0,96966,5.0,96966,1.0,96966,4.0,96966
15821,5.0,150756,17.0,150756,2.0,150756,27.0,150756
15822,27.0,251811,7.0,251811,9.0,251811,12.0,251811
15823,1.0,202989,2.0,202989,0.0,202989,20.0,202989
15824,0.0,255151,25.0,255151,3.0,255151,100.0,255151
15825,100.0,249172,100.0,249172,0.0,249172,0.0,249172
15826,40.0,253986,100.0,253986,58.0,253986,100.0,253986
15827,100.0,12873,20.0,12873,73.0,12873,7.0,12873
15828,100.0,258763,5.0,258763,0.0,258763,1.0,258763
15829,0.0,54710,0.0,54710,0.0,54710,9.0,54710
15830,2.0,248333,4.0,248333,2.0,248333,5.0,248333
15831,6.0,47995,69.0,47995,19.0,47995,98.0,47995
15832,12.0,76231,100.0,76231,18.0,76231,100.0,76231
15833,0.0,46687,2.0,46687,4.0,46687,71.0,46687
15834,11.0,292426,17.0,292426,3.0,292426,14.0,292426
15835,1.0,189395,1.0,189395,1.0,189395,1.0,189395
15836,7.0,206860,21.0,206860,6.0,206860,14.0,206860
15837,100.0,255852,3.0,255852,7.0,255852,10.0,255852
15838,65.0,12170,67.0,12170,18.0,12170,67.0,12170
15839,2.0,290724,10.0,290724,2.0,290724,9.0,290724
15840,1.0,191863,10.0,191863,3.0,191863,4.0,191863
15841,50.0,190771,83.0,190771,12.0,190771,56.0,190771
15842,0.0,289505,0.0,289505,0.0,289505,0.0,289505
15843,100.0,10622,100.0,10622,100.0,10622,100.0,10622
15844,2.0,74563,5.0,74563,7.0,74563,31.0,74563
15845,100.0,65688,78.0,65688,8.0,65688,14.0,65688
15846,1.0,52001,1.0,52001,1.0,52001,1.0,52001
15847,100.0,79351,1.0,79351,0.0,79351,2.0,79351
15848,1.0,10272,100.0,10272,2.0,10272,51.0,10272
15849,1.0,246012,0.0,246012,0.0,246012,0.0,246012
15850,1.0,64133,28.0,64133,1.0,64133,60.0,64133
15851,0.0,223811,0.0,223811,1.0,223811,4.0,223811
15852,37.0,11033,14.0,11033,9.0,11033,40.0,11033
15853,0.0,204631,0.0,204631,0.0,204631,0.0,204631
15854,100.0,252051,0.0,252051,0.0,252051,0.0,252051
15855,100.0,170876,100.0,170876,100.0,170876,100.0,170876
15856,0.0,254886,2.0,254886,0.0,254886,3.0,254886
15857,3.0,201433,1.0,201433,0.0,201433,3.0,201433
15858,100.0,189803,0.0,189803,2.0,189803,3.0,189803
15859,8.0,237852,100.0,237852,22.0,237852,100.0,237852
15860,3.0,52902,31.0,52902,3.0,52902,3.0,52902
15861,0.0,32616,3.0,32616,0.0,32616,6.0,32616
15862,100.0,9055,3.0,9055,1.0,9055,2.0,9055
15863,1.0,210737,100.0,210737,2.0,210737,100.0,210737
15864,2.0,174589,14.0,174589,1.0,174589,23.0,174589
15865,9.0,206319,50.0,206319,27.0,206319,100.0,206319
15866,1.0,127411,14.0,127411,1.0,127411,22.0,127411
15867,100.0,234638,4.0,234638,5.0,234638,1.0,234638
15868,2.0,222216,1.0,222216,1.0,222216,5.0,222216
15869,7.0,291420,100.0,291420,20.0,291420,100.0,291420
15870,4.0,104721,80.0,104721,17.0,104721,100.0,104721
15871,34.0,48549,17.0,48549,44.0,48549,37.0,48549
15872,100.0,61624,100.0,61624,34.0,61624,89.0,61624
15873,0.0,250980,0.0,250980,0.0,250980,1.0,250980
15874,12.0,276918,59.0,276918,26.0,276918,100.0,276918
15875,12.0,268906,100.0,268906,14.0,268906,89.0,268906
15876,100.0,223057,2.0,223057,2.0,223057,1.0,223057
15877,100.0,10767,3.0,10767,2.0,10767,3.0,10767
15878,100.0,246854,23.0,246854,11.0,246854,6.0,246854
15879,13.0,60465,33.0,60465,3.0,60465,40.0,60465
15880,0.0,36205,3.0,36205,0.0,36205,2.0,36205
15881,100.0,56804,26.0,56804,2.0,56804,31.0,56804
15882,12.0,144996,10.0,144996,12.0,144996,43.0,144996
15883,100.0,260966,100.0,260966,16.0,260966,20.0,260966
15884,4.0,131896,3.0,131896,6.0,131896,17.0,131896
15885,100.0,10337,100.0,10337,5.0,10337,1.0,10337
15886,55.0,227917,83.0,227917,10.0,227917,53.0,227917
15887,0.0,220102,9.0,220102,0.0,220102,2.0,220102
15888,0.0,56384,100.0,56384,14.0,56384,100.0,56384
15889,100.0,48660,21.0,48660,14.0,48660,10.0,48660
15890,57.0,193761,15.0,193761,58.0,193761,20.0,193761
15891,100.0,112026,47.0,112026,24.0,112026,45.0,112026
15892,12.0,241041,16.0,241041,4.0,241041,29.0,241041
15893,0.0,118581,0.0,118581,0.0,118581,4.0,118581
15894,16.0,59421,100.0,59421,0.0,59421,2.0,59421
15895,12.0,45402,7.0,45402,4.0,45402,7.0,45402
15896,22.0,66362,33.0,66362,29.0,66362,58.0,66362
15897,12.0,54213,5.0,54213,3.0,54213,3.0,54213
15898,0.0,251942,0.0,251942,0.0,251942,0.0,251942
15899,1.0,63160,100.0,63160,8.0,63160,100.0,63160
15900,1.0,167576,1.0,167576,1.0,167576,1.0,167576
15901,1.0,221713,7.0,221713,2.0,221713,53.0,221713
15902,0.0,281709,0.0,281709,0.0,281709,0.0,281709
15903,1.0,206899,24.0,206899,5.0,206899,83.0,206899
15904,100.0,254613,100.0,254613,0.0,254613,0.0,254613
15905,0.0,49071,0.0,49071,0.0,49071,39.0,49071
15906,0.0,76732,0.0,76732,0.0,76732,3.0,76732
15907,100.0,221343,15.0,221343,2.0,221343,33.0,221343
15908,0.0,254243,0.0,254243,0.0,254243,0.0,254243
15909,0.0,263130,100.0,263130,0.0,263130,100.0,263130
15910,94.0,235750,100.0,235750,100.0,235750,100.0,235750
15911,100.0,251554,100.0,251554,14.0,251554,14.0,251554
15912,3.0,265908,2.0,265908,1.0,265908,9.0,265908
15913,13.0,36439,31.0,36439,10.0,36439,49.0,36439
15914,8.0,213727,14.0,213727,15.0,213727,37.0,213727
15915,0.0,43539,0.0,43539,0.0,43539,8.0,43539
15916,100.0,198438,2.0,198438,0.0,198438,3.0,198438
15917,1.0,12166,18.0,12166,3.0,12166,100.0,12166
15918,35.0,232580,45.0,232580,12.0,232580,18.0,232580
15919,100.0,254756,0.0,254756,0.0,254756,0.0,254756
15920,100.0,230417,100.0,230417,22.0,230417,44.0,230417
15921,19.0,49564,0.0,49564,11.0,49564,5.0,49564
15922,100.0,44356,9.0,44356,9.0,44356,2.0,44356
15923,4.0,228924,7.0,228924,4.0,228924,8.0,228924
15924,100.0,55814,100.0,55814,6.0,55814,14.0,55814
15925,100.0,63475,100.0,63475,14.0,63475,9.0,63475
15926,100.0,83621,35.0,83621,2.0,83621,66.0,83621
15927,100.0,232979,100.0,232979,0.0,232979,4.0,232979
15928,1.0,225245,29.0,225245,4.0,225245,70.0,225245
15929,100.0,9393,100.0,9393,10.0,9393,12.0,9393
15930,1.0,42328,84.0,42328,2.0,42328,99.0,42328
15931,3.0,220047,4.0,220047,2.0,220047,3.0,220047
15932,1.0,9669,7.0,9669,1.0,9669,15.0,9669
15933,0.0,227782,60.0,227782,1.0,227782,84.0,227782
15934,9.0,134401,68.0,134401,20.0,134401,60.0,134401
15935,100.0,233391,100.0,233391,100.0,233391,100.0,233391
15936,16.0,51504,58.0,51504,8.0,51504,22.0,51504
15937,100.0,196426,1.0,196426,2.0,196426,1.0,196426
15938,100.0,251807,100.0,251807,0.0,251807,0.0,251807
15939,2.0,193274,5.0,193274,2.0,193274,1.0,193274
15940,20.0,48375,5.0,48375,0.0,48375,5.0,48375
15941,83.0,227628,2.0,227628,15.0,227628,6.0,227628
15942,49.0,72634,77.0,72634,13.0,72634,40.0,72634
15943,37.0,215759,2.0,215759,5.0,215759,8.0,215759
15944,2.0,70609,15.0,70609,2.0,70609,26.0,70609
15945,100.0,45547,100.0,45547,11.0,45547,29.0,45547
15946,1.0,42282,1.0,42282,0.0,42282,2.0,42282
15947,82.0,30447,100.0,30447,1.0,30447,100.0,30447
15948,0.0,117731,15.0,117731,4.0,117731,31.0,117731
15949,2.0,203459,16.0,203459,6.0,203459,100.0,203459
15950,9.0,11434,34.0,11434,19.0,11434,100.0,11434
15951,100.0,248958,4.0,248958,28.0,248958,9.0,248958
15952,0.0,244582,0.0,244582,3.0,244582,69.0,244582
15953,1.0,222754,0.0,222754,0.0,222754,1.0,222754
15954,14.0,185524,10.0,185524,9.0,185524,15.0,185524
15955,4.0,264837,12.0,264837,7.0,264837,14.0,264837
15956,0.0,261766,0.0,261766,0.0,261766,0.0,261766
15957,100.0,55793,11.0,55793,2.0,55793,3.0,55793
15958,8.0,197149,62.0,197149,11.0,197149,66.0,197149
15959,49.0,33545,97.0,33545,11.0,33545,31.0,33545
15960,6.0,12218,18.0,12218,6.0,12218,10.0,12218
15961,65.0,223515,100.0,223515,3.0,223515,54.0,223515
15962,11.0,214666,5.0,214666,4.0,214666,8.0,214666
15963,3.0,238709,100.0,238709,4.0,238709,21.0,238709
15964,7.0,199854,18.0,199854,26.0,199854,100.0,199854
15965,32.0,247204,100.0,247204,63.0,247204,100.0,247204
15966,100.0,190376,0.0,190376,1.0,190376,0.0,190376
15967,5.0,31082,18.0,31082,2.0,31082,13.0,31082
15968,100.0,195524,2.0,195524,0.0,195524,1.0,195524
15969,19.0,10675,100.0,10675,35.0,10675,100.0,10675
15970,12.0,164161,1.0,164161,6.0,164161,7.0,164161
15971,0.0,48908,5.0,48908,0.0,48908,2.0,48908
15972,3.0,193809,80.0,193809,7.0,193809,100.0,193809
15973,74.0,60577,62.0,60577,12.0,60577,24.0,60577
15974,63.0,199911,3.0,199911,1.0,199911,2.0,199911
15975,4.0,142116,40.0,142116,3.0,142116,26.0,142116
15976,12.0,261623,39.0,261623,28.0,261623,71.0,261623
15977,4.0,195031,7.0,195031,2.0,195031,4.0,195031
15978,0.0,65260,0.0,65260,0.0,65260,27.0,65260
15979,100.0,275230,100.0,275230,0.0,275230,0.0,275230
15980,43.0,214723,100.0,214723,63.0,214723,90.0,214723
15981,3.0,226202,49.0,226202,4.0,226202,100.0,226202
15982,62.0,88256,100.0,88256,71.0,88256,100.0,88256
15983,40.0,135181,53.0,135181,24.0,135181,100.0,135181
15984,100.0,278052,10.0,278052,12.0,278052,49.0,278052
15985,0.0,256100,4.0,256100,1.0,256100,9.0,256100
15986,1.0,214373,9.0,214373,1.0,214373,9.0,214373
15987,6.0,11822,4.0,11822,13.0,11822,21.0,11822
15988,100.0,220786,25.0,220786,9.0,220786,7.0,220786
15989,0.0,291477,0.0,291477,0.0,291477,0.0,291477
15990,3.0,37013,2.0,37013,5.0,37013,7.0,37013
15991,12.0,174474,100.0,174474,6.0,174474,25.0,174474
15992,100.0,225584,1.0,225584,3.0,225584,1.0,225584
15993,0.0,201171,0.0,201171,0.0,201171,3.0,201171
15994,100.0,70432,100.0,70432,100.0,70432,100.0,70432
15995,100.0,272776,100.0,272776,4.0,272776,75.0,272776
15996,0.0,41046,0.0,41046,0.0,41046,8.0,41046
15997,8.0,208079,49.0,208079,19.0,208079,100.0,208079
15998,1.0,213635,1.0,213635,1.0,213635,1.0,213635
15999,45.0,59925,69.0,59925,12.0,59925,99.0,59925
16000,100.0,10049,100.0,10049,35.0,10049,41.0,10049
16001,19.0,12074,24.0,12074,23.0,12074,45.0,12074
16002,6.0,221744,15.0,221744,6.0,221744,5.0,221744
16003,0.0,193366,6.0,193366,0.0,193366,18.0,193366
16004,15.0,47192,30.0,47192,10.0,47192,12.0,47192
16005,100.0,73834,100.0,73834,100.0,73834,100.0,73834
16006,100.0,234116,100.0,234116,100.0,234116,100.0,234116
16007,100.0,55906,2.0,55906,5.0,55906,3.0,55906
16008,0.0,244644,61.0,244644,3.0,244644,64.0,244644
16009,4.0,9281,45.0,9281,3.0,9281,5.0,9281
16010,29.0,222492,100.0,222492,58.0,222492,100.0,222492
16011,74.0,222168,100.0,222168,20.0,222168,100.0,222168
16012,100.0,11658,100.0,11658,100.0,11658,89.0,11658
16013,1.0,12977,11.0,12977,2.0,12977,18.0,12977
16014,3.0,282172,45.0,282172,8.0,282172,64.0,282172
16015,0.0,249076,0.0,249076,0.0,249076,0.0,249076
16016,0.0,253882,100.0,253882,4.0,253882,57.0,253882
16017,100.0,64758,100.0,64758,0.0,64758,5.0,64758
16018,100.0,66270,100.0,66270,100.0,66270,100.0,66270
16019,2.0,193223,1.0,193223,1.0,193223,1.0,193223
16020,2.0,12998,2.0,12998,2.0,12998,3.0,12998
16021,1.0,59163,3.0,59163,0.0,59163,4.0,59163
16022,100.0,196471,7.0,196471,6.0,196471,17.0,196471
16023,2.0,206572,1.0,206572,1.0,206572,1.0,206572
16024,100.0,54751,78.0,54751,1.0,54751,61.0,54751
16025,100.0,12561,1.0,12561,7.0,12561,1.0,12561
16026,100.0,232187,100.0,232187,33.0,232187,47.0,232187
16027,100.0,50712,100.0,50712,100.0,50712,100.0,50712
16028,1.0,28020,6.0,28020,1.0,28020,20.0,28020
16029,0.0,124006,0.0,124006,0.0,124006,4.0,124006
16030,0.0,222884,1.0,222884,0.0,222884,6.0,222884
16031,83.0,12131,100.0,12131,3.0,12131,35.0,12131
16032,100.0,182961,62.0,182961,6.0,182961,5.0,182961
16033,0.0,55140,3.0,55140,0.0,55140,27.0,55140
16034,66.0,265928,11.0,265928,38.0,265928,20.0,265928
16035,3.0,52308,3.0,52308,5.0,52308,19.0,52308
16036,11.0,282943,18.0,282943,18.0,282943,70.0,282943
16037,0.0,192445,2.0,192445,0.0,192445,16.0,192445
16038,2.0,272644,100.0,272644,5.0,272644,100.0,272644
16039,100.0,213357,100.0,213357,0.0,213357,22.0,213357
16040,4.0,12516,89.0,12516,8.0,12516,31.0,12516
16041,12.0,31276,39.0,31276,31.0,31276,100.0,31276
16042,3.0,52758,30.0,52758,7.0,52758,52.0,52758
16043,12.0,261068,1.0,261068,5.0,261068,12.0,261068
16044,100.0,83601,100.0,83601,100.0,83601,100.0,83601
16045,2.0,193604,1.0,193604,2.0,193604,3.0,193604
16046,1.0,115686,0.0,115686,1.0,115686,20.0,115686
16047,1.0,10878,9.0,10878,1.0,10878,9.0,10878
16048,100.0,67945,100.0,67945,11.0,67945,65.0,67945
16049,100.0,191269,16.0,191269,9.0,191269,11.0,191269
16050,2.0,227608,1.0,227608,1.0,227608,1.0,227608
16051,10.0,134071,26.0,134071,21.0,134071,84.0,134071
16052,100.0,217744,100.0,217744,0.0,217744,0.0,217744
16053,21.0,208848,100.0,208848,1.0,208848,100.0,208848
16054,0.0,216856,0.0,216856,0.0,216856,1.0,216856
